,Unnamed: 0,index,Latitude,Longitude,spot_nm,add_point,code,utmk_x,utmk_y
53,53,13,37.51359117287966,127.0828562728797,잠실아시아선수촌4,4,잠실아시아선수촌,963324.6643646184,1945809.8539841736
54,54,14,37.50147086615594,127.0707359661559,잠실아시아선수촌5,4,잠실아시아선수촌,962247.413493062,1944469.9747373387
55,55,15,37.4908501,127.130255,문정래미안,4,문정래미안,967503.6663804916,1943269.410122879
56,56,16,37.49352533802007,127.1329302380201,문정래미안2,4,문정래미안,967741.3158335015,1943565.2896525494
57,57,17,37.49223256307059,127.1316374630706,문정래미안3,4,문정래미안,967626.4768397402,1943422.3087605804
58,58,18,37.49341832150088,127.1328232215009,문정래미안4,4,문정래미안,967731.8095565997,1943553.4535666083
59,59,19,37.48824568846469,127.1276505884647,문정래미안5,4,문정래미안,967272.2925032647,1942981.3704953755
60,60,20,37.5068615,127.073165,잠실우성123차,4,잠실우성123차,962464.8186987689,1945067.0621538428
61,61,21,37.51049999877192,127.0768034987719,잠실우성123차2,4,잠실우성123차,962788.210781816,1945469.2858859845
62,62,22,37.50729249842047,127.0735959984205,잠실우성123차3,4,잠실우성123차,962503.1277362857,1945114.7069143949
63,63,23,37.5069236593401,127.0732271593401,잠실우성123차4,4,잠실우성123차,962470.3437215692,1945073.9335529916
64,64,24,37.50701315762707,127.0733166576271,잠실우성123차5,4,잠실우성123차,962478.2987462556,1945083.8271402272
65,65,25,37.4954185,127.1285511,가락쌍용1차,4,가락쌍용1차,967355.0306097588,1943776.83750585
66,66,26,37.49948005543833,127.1326126554383,가락쌍용1차2,4,가락쌍용1차,967715.8106906129,1944226.0393026562
67,67,27,37.48934524719809,127.1224778471981,가락쌍용1차3,4,가락쌍용1차,966815.4830426893,1943105.17434591
68,68,28,37.4981062919848,127.1312388919848,가락쌍용1차4,4,가락쌍용1차,967593.78628988,1944074.1014170276
69,69,29,37.50100974568489,127.1341423456849,가락쌍용1차5,4,가락쌍용1차,967851.6800541043,1944395.2247644668
70,70,30,37.5086223,127.0927735,잠실레이크팰리스,4,잠실레이크팰리스,964198.7251765181,1945254.758480169
71,71,31,37.50252781464486,127.0866790146449,잠실레이크팰리스2,4,잠실레이크팰리스,963657.12753369,1944580.9499743062
72,72,32,37.51486881117813,127.0990200111781,잠실레이크팰리스3,4,잠실레이크팰리스,964753.742299515,1945945.411664738
73,73,33,37.50782954269954,127.0919807426995,잠실레이크팰리스4,4,잠실레이크팰리스,964128.2802798068,1945167.1089481926
74,74,34,37.50651804924115,127.0906692492412,잠실레이크팰리스5,4,잠실레이크팰리스,964011.7369296759,1945022.1077634909
75,75,35,37.4885215,127.1143761,올림픽훼밀리타운,4,올림픽훼밀리타운,966098.8844116387,1943016.6769547348
76,76,36,37.48460677659624,127.1104613765962,올림픽훼밀리타운2,4,올림픽훼밀리타운,965751.0133614108,1942583.7817464361
77,77,37,37.48203590751686,127.1078905075169,올림픽훼밀리타운3,4,올림픽훼밀리타운,965522.5406200197,1942299.4996256984
78,78,38,37.48610580363665,127.1119604036367,올림픽훼밀리타운4,4,올림픽훼밀리타운,965884.224499771,1942749.5443854923
79,79,39,37.49543359818496,127.121288198185,올림픽훼밀리타운5,4,올림픽훼밀리타운,966713.0209625453,1943781.0613528332
80,80,40,37.5179148,127.1361039,올림픽선수기자촌아파트,4,올림픽선수기자촌아파트,968032.2872053954,1946270.0744969281
81,81,41,37.51590091969459,127.1340900196946,올림픽선수기자촌아파트2,4,올림픽선수기자촌아파트,967853.4546837803,1946047.3333053906
82,82,42,37.5120603964303,127.1302494964303,올림픽선수기자촌아파트3,4,올림픽선수기자촌아파트,967512.3898822095,1945622.5706314824
83,83,43,37.52486453858667,127.1430536385867,올림픽선수기자촌아파트4,4,올림픽선수기자촌아파트,968649.3505832503,1947038.7660368183
84,84,44,37.5219808653768,127.1401699653768,올림픽선수기자촌아파트5,4,올림픽선수기자촌아파트,968393.3246476278,1946719.8052655882
85,85,45,37.5127515,127.088451,잠실리센츠,4,잠실리센츠,963818.6942992536,1945714.5268179488
86,86,46,37.51423983527234,127.0899393352723,잠실리센츠2,4,잠실리센츠,963950.9451149951,1945879.077143605
87,87,47,37.51152871331757,127.0872282133176,잠실리센츠3,4,잠실리센츠,963710.0357619163,1945579.3371164529
88,88,48,37.51503835898791,127.0907378589879,잠실리센츠4,4,잠실리센츠,964021.8983612865,1945967.3627819198
89,89,49,37.51249963739608,127.0881991373961,잠실리센츠5,4,잠실리센츠,963796.3137228215,1945686.6811005555
90,90,50,37.5212508,127.1093216,잠실파크리오,4,잠실파크리오,965667.0626296746,1946649.6419253335
91,91,51,37.51840174631527,127.1064725463153,잠실파크리오2,4,잠실파크리오,965413.9848605226,1946334.6004583698
92,92,52,37.51596337363065,127.1040341736307,잠실파크리오3,4,잠실파크리오,965197.3722023452,1946064.9772348767
93,93,53,37.52539677278744,127.1134675727874,잠실파크리오4,4,잠실파크리오,966035.3099627278,1947108.1073642813
94,94,54,37.52750147657062,127.1155722765706,잠실파크리오5,4,잠실파크리오,966222.2353178216,1947340.8536793352
95,95,55,37.5145557,127.1006125,롯데캐슬골드,4,롯데캐슬골드,964894.3296640876,1945910.0771875107
96,96,56,37.50799856411753,127.0940553641175,롯데캐슬골드2,4,롯데캐슬골드,964311.7203600535,1945185.070630129
97,97,57,37.51664130381034,127.1026981038103,롯데캐슬골드3,4,롯데캐슬골드,965079.6168555596,1946140.6858962683
98,98,58,37.51282966086529,127.0988864608653,롯데캐슬골드4,4,롯데캐슬골드,964740.9788373373,1945719.2292759868
99,99,59,37.50899007481217,127.0950468748122,롯데캐슬골드5,4,롯데캐슬골드,964399.823746067,1945294.6969309987
100,100,60,37.5047161,127.1182753,송파삼성래미안,4,송파삼성래미안,966450.8523773296,1944811.9727491091
101,101,61,37.5015073655038,127.1150665655038,송파삼성래미안2,4,송파삼성래미안,966165.7952218958,1944457.1331282675
102,102,62,37.49904593602865,127.1126051360286,송파삼성래미안3,4,송파삼성래미안,965947.1106581024,1944184.9412704837
103,103,63,37.49870119409859,127.1122603940986,송파삼성래미안4,4,송파삼성래미안,965916.4810841043,1944146.8191894053
104,104,64,37.50010314866348,127.1136623486635,송파삼성래미안5,4,송파삼성래미안,966041.0399701212,1944301.8501384028
105,105,65,37.4793709,127.1398596,송파더센트레아파트,4,송파더센트레아파트,968347.8798469646,1941992.58477926
106,106,66,37.47831199652973,127.1388006965297,송파더센트레아파트2,4,송파더센트레아파트,968253.8074235679,1941875.4633196366
107,107,67,37.47305953420391,127.1335482342039,송파더센트레아파트3,4,송파더센트레아파트,967787.1425173788,1941294.5233428467
108,108,68,37.47810528644467,127.1385939864447,송파더센트레아파트4,4,송파더센트레아파트,968235.4431018219,1941852.599993765
109,109,69,37.47988847107967,127.1403771710797,송파더센트레아파트5,4,송파더센트레아파트,968393.8596291321,1942049.8318211334
110,110,70,37.4762215,127.1393766,송파꿈에그린아파트,4,송파꿈에그린아파트,968303.8422023304,1941643.3415361522
111,111,71,37.47238360494936,127.1355387049494,송파꿈에그린아파트2,4,송파꿈에그린아파트,967962.856801901,1941218.852926652
112,112,72,37.47276106482165,127.1359161648217,송파꿈에그린아파트3,4,송파꿈에그린아파트,967996.3945071668,1941260.6010802325
113,113,73,37.46948601973261,127.1326411197326,송파꿈에그린아파트4,4,송파꿈에그린아파트,967705.3921742446,1940898.376134502
114,114,74,37.47893566179262,127.1420907617926,송파꿈에그린아파트5,4,송파꿈에그린아파트,968544.966405331,1941943.5486065194
115,115,75,37.481599452,127.141167508,위례 송파푸르지오,4,위례 송파푸르지오,968464.4578007901,1942239.3888900538
116,116,76,37.47770354892265,127.1372716049226,위례 송파푸르지오2,4,위례 송파푸르지오,968118.3510139458,1941808.4775811513
117,117,77,37.48277685323824,127.1423449092382,위례 송파푸르지오3,4,위례 송파푸르지오,968569.0495259007,1942369.6196911742
118,118,78,37.48068454504576,127.1402526010458,위례 송파푸르지오4,4,위례 송파푸르지오,968383.1819017103,1942138.1931468006
119,119,79,37.48388953905782,127.1434575950578,위례 송파푸르지오5,4,위례 송파푸르지오,968667.8894126103,1942492.693617237
120,120,80,37.4806144984781,127.123648601561,파크하비오푸르지오아파트,4,파크하비오푸르지오아파트,966915.1246437291,1942136.1383743733
121,121,81,37.47670551428691,127.1197396173698,파크하비오푸르지오아파트2,4,파크하비오푸르지오아파트,966567.7703269403,1941703.844371083
122,122,82,37.47904545300572,127.1220795560886,파크하비오푸르지오아파트3,4,파크하비오푸르지오아파트,966775.7027794941,1941962.6161138574
123,123,83,37.47552749984035,127.1185616029233,파크하비오푸르지오아파트4,4,파크하비오푸르지오아파트,966463.0843285654,1941573.570771223
124,124,84,37.475630026042,127.1186641291249,파크하비오푸르지오아파트5,4,파크하비오푸르지오아파트,966472.1956007954,1941584.908828786
125,125,85,37.476533455,127.134102732,위례포레샤인아파트,4,위례포레샤인아파트,967837.6646402794,1941679.7428781462
126,126,86,37.47273349473109,127.1303027717311,위례포레샤인아파트2,4,위례포레샤인아파트,967500.0275239163,1941259.4686914615
127,127,87,37.4702790807632,127.1278483577632,위례포레샤인아파트3,4,위례포레샤인아파트,967281.9279390206,1940988.018723661
128,128,88,37.47672382439657,127.1342931013966,위례포레샤인아파트4,4,위례포레샤인아파트,967854.5786023941,1941700.7980236043
129,129,89,37.47383389569708,127.1314031726971,위례포레샤인아파트5,4,위례포레샤인아파트,967597.8047214259,1941381.171214575
130,130,90,37.497609869,127.10249742,헬리오시티아파트,4,헬리오시티아파트,965052.9944147822,1944029.3300864026
131,131,91,37.50075264902836,127.1056402000284,헬리오시티아파트2,4,헬리오시티아파트,965332.2535426546,1944376.8388486677
132,132,92,37.49642169164417,127.1013092426442,헬리오시티아파트3,4,헬리오시티아파트,964947.4100697035,1943897.9513868897
133,133,93,37.49537076503257,127.1002583160326,헬리오시티아파트4,4,헬리오시티아파트,964854.0193971368,1943781.7498437725
134,134,94,37.49912445951482,127.1040120105148,헬리오시티아파트5,4,헬리오시티아파트,965187.5798223907,1944196.802765186
135,135,95,37.493915,127.150756,이편한세상 송파파크센트럴,4,이편한세상 송파파크센트럴,969317.2526429637,1943602.5480497398
136,136,96,37.49825378470634,127.1550947847063,이편한세상 송파파크센트럴2,4,이편한세상 송파파크센트럴,969702.5508738367,1944082.501616223
137,137,97,37.49841033889844,127.1552513388984,이편한세상 송파파크센트럴3,4,이편한세상 송파파크센트럴,969716.4525695549,1944099.819874922
138,138,98,37.48911363397984,127.1459546339798,이편한세상 송파파크센트럴4,4,이편한세상 송파파크센트럴,968890.8241136529,1943071.4449195433
139,139,99,37.48814313282898,127.144984132829,이편한세상 송파파크센트럴5,4,이편한세상 송파파크센트럴,968804.6234411853,1942964.0955943917
140,140,100,37.4863348,127.1440562,위례포레샤인17단지,4,위례포레샤인17단지,968721.8338125355,1942763.780726594
141,141,101,37.48525013054061,127.1429715305406,위례포레샤인17단지2,4,위례포레샤인17단지,968625.4865213676,1942643.805020137
142,142,102,37.4858651311643,127.1435865311643,위례포레샤인17단지3,4,위례포레샤인17단지,968680.1151565879,1942711.8303384557
143,143,103,37.48242578620864,127.1401471862086,위례포레샤인17단지4,4,위례포레샤인17단지,968374.5971914855,1942331.408458634
144,144,104,37.49282237065709,127.1505437706571,위례포레샤인17단지5,4,위례포레샤인17단지,969298.0436886385,1943481.3967875135
145,145,105,37.4845395,127.1365419,송파레이크파크호반써밋1차,4,송파레이크파크호반써밋1차,968056.7485825724,1942567.1315193265
146,146,106,37.48965369885354,127.1416560988535,송파레이크파크호반써밋1차2,4,송파레이크파크호반써밋1차,968511.0433614026,1943132.7939985492
147,147,107,37.48661670108243,127.1386191010824,송파레이크파크호반써밋1차3,4,송파레이크파크호반써밋1차,968241.2739668043,1942796.879990181
148,148,108,37.47822286135649,127.1302252613565,송파레이크파크호반써밋1차4,4,송파레이크파크호반써밋1차,967495.5561425567,1941868.5060013693
149,149,109,37.48855605264549,127.1405584526455,송파레이크파크호반써밋1차5,4,송파레이크파크호반써밋1차,968413.5445220761,1943011.385344051
150,150,110,37.4958575,127.146583,송파 시그니처 롯데캐슬아파트,4,송파 시그니처 롯데캐슬아파트,968949.1721429353,1943819.4280982343
151,151,111,37.50276119475499,127.153486694755,송파 시그니처 롯데캐슬아파트2,4,송파 시그니처 롯데캐슬아파트,969562.2402876306,1944583.092033009
152,152,112,37.49606267527517,127.1467881752752,송파 시그니처 롯데캐슬아파트3,4,송파 시그니처 롯데캐슬아파트,968967.3939184226,1943842.1232561804
153,153,113,37.50239458400532,127.1531200840053,송파 시그니처 롯데캐슬아파트4,4,송파 시그니처 롯데캐슬아파트,969529.6870049329,1944542.537621026
154,154,114,37.49622850351022,127.1469540035102,송파 시그니처 롯데캐슬아파트5,4,송파 시그니처 롯데캐슬아파트,968982.1211804274,1943860.4661290722
155,155,0,37.4768967,127.1291789,송파파인타운13단지,1,송파파인타운13단지,967402.4628820146,1941721.7391750948
156,156,1,37.47708031365284,127.1293625136529,송파파인타운13단지2,2,송파파인타운13단지,967418.7776000645,1941742.046279544
157,157,2,37.5089058,127.1287745,오금현대백조(임대),1,오금현대백조(임대),967380.6584855993,1945273.0973605227
158,158,3,37.50859874668919,127.1284674466892,오금현대백조(임대)2,2,오금현대백조(임대),967353.386881573,1945239.1382451907
159,159,4,37.4871243,127.1332779,문정3차푸르지오,1,문정3차푸르지오,967769.2928342173,1942855.01391557
160,160,5,37.48817852385439,127.1343321238544,문정3차푸르지오2,2,문정3차푸르지오,967862.9455489152,1942971.6124744301
161,161,6,37.4924314,127.1370266,문정세양청마루,1,문정세양청마루,968102.9634543414,1943442.5249833516
162,162,7,37.49569049014563,127.1402856901456,문정세양청마루2,2,문정세양청마루,968392.4439247127,1943802.9998048274
163,163,8,37.4972327,127.1226268,가락현대6차,1,가락현대6차,966832.1461830676,1943980.1875880496
164,164,9,37.49579446189551,127.1211885618955,가락현대6차2,2,가락현대6차,966704.3739753971,1943821.1323567894
165,165,10,37.4918819,127.1255185,가락우성2차아파트,1,가락우성2차아파트,967085.4037523208,1943385.5310564903
166,166,11,37.49308981982821,127.1267264198282,가락우성2차아파트2,2,가락우성2차아파트,967192.7142936164,1943519.1200013808
167,167,12,37.4867371,127.1270852,문정푸르지오2차,1,문정푸르지오2차,967221.6487871193,1942814.1988908441
168,168,13,37.48972449371389,127.1300725937139,문정푸르지오2차2,2,문정푸르지오2차,967487.0524171788,1943144.5940221637
169,169,14,37.5311152,127.1184957,송파현대힐스테이트,1,송파현대힐스테이트,966482.1659731296,1947740.7293487638
170,170,15,37.53459830702273,127.1219788070227,송파현대힐스테이트2,2,송파현대힐스테이트,966791.4620114157,1948125.92383001
171,171,16,37.4930747,127.1557137,마천금호어울림2차,1,마천금호어울림2차,969755.1656645926,1943507.713892753
172,172,17,37.49032387894587,127.1529628789459,마천금호어울림2차2,2,마천금호어울림2차,969510.8742707528,1943203.416393997
173,173,18,37.4818131,127.1296412,송파파인타운4단지,1,송파파인타운4단지,967445.47600745,1942267.0227661335
174,174,19,37.48391791855581,127.1317460185558,송파파인타운4단지2,2,송파파인타운4단지,967632.4785425011,1942499.812209861
175,175,20,37.5177485,127.1044137,포스코더샵스타리버,1,포스코더샵스타리버,965231.7417056353,1946262.8866703464
176,176,21,37.51685045506154,127.1035156550615,포스코더샵스타리버2,2,포스코더샵스타리버,965151.9627042793,1946163.586372292
177,177,22,37.501501,127.1395964,오금우방,1,오금우방,968333.972099614,1944447.8736450924
178,178,23,37.50498405282776,127.1430794528278,오금우방2,2,오금우방,968643.2970729506,1944833.1293185945
179,179,24,37.4947152,127.1533259,마천금호,1,마천금호,969544.7532755549,1943690.4890058672
180,180,25,37.4918451621363,127.1504558621363,마천금호2,2,마천금호,969289.8716371653,1943373.0101739613
181,181,26,37.5004853,127.1092616,송파동부센트레빌,1,송파동부센트레빌,965652.2279556352,1944345.847674304
182,182,27,37.4978424985971,127.1066187985971,송파동부센트레빌2,2,송파동부센트레빌,965417.4076421219,1944053.6138180052
183,183,28,37.4995774,127.1310772,가락현대5차,1,가락현대5차,967580.1310885111,1944237.3679866323
184,184,29,37.49852017925738,127.1300199792574,가락현대5차2,2,가락현대5차,967486.222158107,1944120.4410020183
185,185,30,37.4964677,127.1390705,오금삼성,1,오금삼성,968285.3549555045,1943889.6362108213
186,186,31,37.49554939631652,127.1381521963165,오금삼성2,2,오금삼성,968203.7909864924,1943788.066353221
187,187,32,37.4982315,127.1548193,금호어울림1차,1,금호어울림1차,969678.1908534307,1944080.118169477
188,188,33,37.49811761655545,127.1547054165554,금호어울림1차2,2,금호어울림1차,969668.0781575942,1944067.5202567053
189,189,34,37.4985637,127.1353505,가락상아1차,1,가락상아1차,967957.4214990162,1944123.437534491
190,190,35,37.50066021738015,127.1374470173802,가락상아1차2,2,가락상아1차,968143.6313601444,1944355.3206221305
191,191,36,37.5105889,127.1074518,송파호수임광,1,송파호수임광,965496.9175725121,1945467.447987578
192,192,37,37.5113195485278,127.1081824485278,송파호수임광2,2,송파호수임광,965561.8277843565,1945548.241180691
193,193,38,37.4868865,127.1281123,문정푸르지오1차,1,문정푸르지오1차,967312.5167392822,1942830.4160790376
194,194,39,37.48618652399939,127.1274123239994,문정푸르지오1차2,2,문정푸르지오1차,967250.327973589,1942753.001773476
195,195,40,37.5384921,127.1166573,풍납신성노바빌,1,풍납신성노바빌,966323.0588448416,1948559.8163797478
196,196,41,37.53723412741768,127.1153993274177,풍납신성노바빌2,2,풍납신성노바빌,966211.3533797087,1948420.7028901798
197,197,42,37.5034908,127.1178187,송파현대1차,1,송파현대1차,966409.94540844,1944676.1959503514
198,198,43,37.50133038607299,127.115658286073,송파현대1차2,2,송파현대1차,966218.0172276014,1944437.2853072933
199,199,44,37.506177,127.1220009,잠실한양3차,1,잠실한양3차,966780.7908641994,1944972.7269455923
200,200,45,37.50453856243886,127.1203624624389,잠실한양3차2,2,잠실한양3차,966635.2485850658,1944791.5324784887
201,201,46,37.489685,127.1217367,가락한신,1,가락한신,966750.1136821071,1943143.1299050294
202,202,47,37.49030605002675,127.1223577500268,가락한신2,2,가락한신,966805.2920199222,1943211.8120528765
203,203,48,37.492644,127.1422374,거여우방,1,거여우방,968563.6882800405,1943464.3550700857
204,204,49,37.49183806529724,127.1414314652972,거여우방2,2,거여우방,968492.104471769,1943375.2115076103
205,205,50,37.4995733,127.136295,가락우창,1,가락우창,968041.3398033988,1944235.1249019075
206,206,51,37.50008965303371,127.1368113530337,가락우창2,2,가락우창,968087.2013604584,1944292.2356595166
207,207,52,37.4978882,127.1162993,가락동부센트레빌,1,가락동부센트레빌,966273.1250550114,1944055.1644620006
208,208,53,37.49624789770239,127.1146589977024,가락동부센트레빌2,2,가락동부센트레빌,966127.3901913952,1943873.7727371177
209,209,54,37.5341924,127.1137637,풍납미성,1,풍납미성,966065.4689714444,1948083.8289617433
210,210,55,37.53583276433169,127.1154040643317,풍납미성2,2,풍납미성,966211.1383334092,1948265.2271326336
211,211,56,37.4946337,127.1464076,거여현대2차,1,거여현대2차,968933.1594453879,1943683.7128373198
212,212,57,37.49728995261479,127.1490638526148,거여현대2차2,2,거여현대2차,969169.0600022549,1943977.532881053
213,213,58,37.5093927,127.1292736,오금현대백조,1,오금현대백조,967424.9813463475,1945326.9428969563
214,214,59,37.50791786376332,127.1277987637633,오금현대백조2,2,오금현대백조,967293.9902605955,1945163.8308396193
215,215,60,37.5000876,127.1171288,송파성지,1,송파성지,966347.4366937606,1944298.8775525074
216,216,61,37.50117517286387,127.1182163728639,송파성지2,2,송파성지,966444.0562212681,1944419.1483571946
217,217,62,37.5028917,127.1361125,오금아남,1,오금아남,968026.626298312,1944603.3440520153
218,218,63,37.5057280184508,127.1389488184508,오금아남2,2,오금아남,968278.5249287765,1944917.0552675973
219,219,64,37.4968972,127.1449982,거여현대3차,1,거여현대3차,968809.5153366835,1943935.3016958518
220,220,65,37.4950004320438,127.1431014320438,거여현대3차2,2,거여현대3차,968641.0559717597,1943725.4982085684
221,221,66,37.4797913,127.133178,송파파인타운11단지,1,송파파인타운11단지,967757.3034871346,1942041.4971953048
222,222,67,37.47979946987054,127.1331861698705,송파파인타운11단지2,2,송파파인타운11단지,967758.0293443057,1942042.400788077
223,223,68,37.503992,127.0853196,잠실현대,1,잠실현대,963537.6844077933,1944743.9198595085
224,224,69,37.50163557001727,127.0829631700173,잠실현대2,2,잠실현대,963328.2527749465,1944483.4045185077
225,225,70,37.5169868,127.1023024,잠실더샵스타파크,1,잠실더샵스타파크,965044.8092931452,1946179.1640414705
226,226,71,37.5159448464571,127.1012604464571,잠실더샵스타파크2,2,잠실더샵스타파크,964952.2422780348,1946063.9533551326
227,227,72,37.5060284,127.1192987,송파미성,1,송파미성,966541.8931596216,1944957.1998491758
228,228,73,37.50452099806676,127.1177912980668,송파미성2,2,송파미성,966407.9859223231,1944790.500306085
229,229,74,37.5321466,127.1168432,현대리버빌2차아파트,1,현대리버빌2차아파트,966336.6244730626,1947855.7491607687
230,230,75,37.53413307770494,127.118829677705,현대리버빌2차아파트2,2,현대리버빌2차아파트,966513.0264700153,1948075.427948997
231,231,76,37.5036204,127.1046578,잠실한솔,1,잠실한솔,965246.7505541834,1944695.3623866858
232,232,77,37.50291178592896,127.103949185929,잠실한솔2,2,잠실한솔,965183.7885581187,1944617.0081191673
233,233,78,37.5266148,127.1167332,풍납극동,1,풍납극동,966324.4138202969,1947242.064529279
234,234,79,37.52333423837725,127.1134526383773,풍납극동2,2,풍납극동,966033.0534033568,1946879.285604792
235,235,80,37.527262,127.1177196,풍납쌍용,1,풍납쌍용,966411.8627973194,1947313.5145386779
236,236,81,37.52810347064391,127.1185610706439,풍납쌍용2,2,풍납쌍용,966486.5916336336,1947406.5704966304
237,237,82,37.4937996,127.1285974,가락미륭아파트,1,가락미륭아파트,967358.417367865,1943597.2141096066
238,238,83,37.49712293800936,127.1319207380094,가락미륭아파트2,2,가락미륭아파트,967653.6320168665,1943964.7690851956
239,239,84,37.5396031,127.1182132,풍납시티극동,1,풍납시티극동,966461.0148491104,1948682.5189976953
240,240,85,37.54227223732863,127.1208823373286,풍납시티극동2,2,풍납시티극동,966698.0082332226,1948977.695724964
241,241,86,37.499639,127.1188815,가락대림아파트,1,가락대림아파트,966502.1591331386,1944248.481507773
